sampleId,locality,country,city,collectionDate,lat,long,season,type,continent,set,nFlies,SRA_accession,SRA_experiment,Model,collector,sampleType,year,yday,stationId,dist_km,In(2L)t,In(2R)Ns,In(3L)P,In(3R)C,In(3R)K,In(3R)Mo,In(3R)Payne,status,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,propSimNorm,sex
GS_Des_15_1,GS_Des,Guadeloupe,Deshaies,2015/12/16,16.32,-61.78,fall,pooled,Europe,DrosEU,40,SRR8439114,SRX5246595,HiSeq X Ten,Maaria_Kankare,wild,2015,350,MBM00078922,196.948957451567,0,0.01,0,0.02,0.01,0,0.49,Keep,241,76,71,1123,292,185,107,253,230,253,225,2381,297,98,32,822,344,822,350,186,185,185,196,209,219,216,218,216,212,207,195,264,264,270,281,283,286,288,291,292,286,281,269,143,98,109,137,188,193,250,297,275,244,246,201,0.00392983861091662,male
GS_Sai_15_2,GS_Sai,Guadeloupe,Saint Francois,2015/12/23,16.25,-61.28,fall,pooled,Europe,DrosEU,40,SRR8439112,SRX5246596,HiSeq X Ten,Maaria_Kankare,wild,2015,357,MBM00078922,169.536099468426,0.04,0.01,0.07,0.02,0.08,0,0.4,Keep,259,77,71,1083,308,201,107,268,243,270,243,1262,167,45,35,453,162,358,162,201,201,202,215,227,235,235,235,232,229,223,211,284,284,289,298,299,303,305,308,306,302,301,289,65,45,52,71,111,102,117,139,147,167,126,120,0.00384395376795032,male
GU,GU,Guinea,Dondé,2005/6,10.7,-12.25,NA,haploid_embryo,Africa,dgn,5,NA,NA,NA,B._B._Sow,NA,2005,NA,GV000001820,40.97046013875,0.2,0.02,0.01,0.02,0.4,0,0.38,Keep,210,112,61,1513,302,121,181,199,199,233,196,1940,492,2,98,1201,13,260,55,121,136,159,179,179,165,161,158,158,162,148,125,269,284,302,301,284,260,243,233,243,251,259,261,3,2,26,69,165,230,355,492,354,192,44,8,NA,female
HU_Sze_16_14,HU_Sze,Hungary,Szeged,2016/08/28,46.25,20.13,spring,pooled,Europe,DrosEU,40,SRR8494453,SRX5299014,HiSeq X Ten,Lü¾Œ–”¼szlü¾Œ¶˜¼_Sipos,wild,2016,241,HUM00012982,2.31340672740615,0.18,0.04,0.04,0.02,0,0.01,0,Keep,108,101,31,7758,273,-45,318,188,20,202,3,515,70,28,29,178,87,175,100,-45,-23,12,56,104,135,146,142,107,59,19,-17,17,51,113,169,222,252,273,270,233,174,92,38,30,28,29,41,56,70,52,53,37,32,45,42,0.0323952134326607,male
I,I,United States,Ithaca NY,2004,42.35,-76.57,NA,inbred_line,North_America,dgn,19,NA,NA,NA,E._Hill-Burns;B._Lazzaro,NA,2004,NA,USC00304174,14.8437926710233,0,0.01,0,0.01,0,0.08,0,Keep,79,117,31,9010,272,-100,372,170,-30,192,-40,900,98,49,19,269,161,268,165,-100,-96,-48,8,61,112,137,129,90,33,-7,-67,-3,9,58,131,197,246,272,261,220,158,86,20,49,50,62,76,84,98,87,83,87,77,81,66,NA,female
IL_ur_15_spring,IL_ur,USA,Urbana,2015/07/11,40.11,-88.21,spring,pooled,NorthAmerica,DrosRTEC,184,SRR3939094,SRX1968323,Illumina HiSeq 4000,J._Birdsley,wild,2015,192,USC00118740,3.88261132650129,0.18,0.04,0,0.03,0.05,0.05,0.03,Keep,108,112,29,9832,298,-86,384,210,-25,229,-25,968,112,48,24,313,163,303,163,-86,-63,-11,49,107,159,180,167,125,62,0,-56,3,30,93,170,233,283,298,288,257,190,101,28,51,48,77,99,100,101,112,90,81,70,75,64,0.00454568704647223,male
IT_Mez_15_43,IT_Mez,Italy,Mezzocorona,2015/09/29,46.212856,11.08755,fall,pooled,Europe,DrosEU,40,SRR8439118,SRX5246590,HiSeq X Ten,omar_rota-stabelli,wild,2015,272,IT000160220,9.16938229008357,0.11,0.06,0.07,0.01,0,0.01,0.06,Keep,93,95,31,7017,252,-47,299,181,0,181,0,801,96,35,30,264,116,264,116,-47,-31,3,41,80,112,131,127,103,51,8,-30,25,53,98,146,186,225,252,241,209,141,79,34,35,37,47,59,80,83,85,96,78,79,78,44,0.31251878473546,male
IT_Mez_15_44,IT_Mez,Italy,Mezzolombardo,2015/10/10,46.217939,11.123423,fall,pooled,Europe,DrosEU,40,SRR8439119,SRX5246589,HiSeq X Ten,omar_rota-stabelli,wild,2015,283,IT000160220,9.16938229008357,0.17,0.01,0.1,0.02,0,0.01,0.1,Keep,93,95,31,7017,252,-47,299,181,0,181,0,801,96,35,30,264,116,264,116,-47,-31,3,41,80,112,131,127,103,51,8,-30,25,53,98,146,186,225,252,241,209,141,79,34,35,37,47,59,80,83,85,96,78,79,78,44,0.619422822016692,male
IT_Tre_16_15,IT_Tre,Italy,Trentino (San Michele a/A),2016/08/24,46.2,11.13333,spring,pooled,Europe,DrosEU,40,SRR8494456,SRX5299011,HiSeq X Ten,Omar_Rota_Stabelli_-_Gabriella_Tait,wild,2016,237,IT000160220,9.52840655464966,0.14,0.01,0.01,0.01,0,0.01,0.01,Keep,107,100,32,7311,272,-40,312,198,29,198,10,840,96,38,28,267,128,267,128,-40,-21,17,55,94,126,145,140,115,58,16,-22,33,67,118,169,207,245,272,261,228,153,91,42,38,40,50,65,80,88,83,96,79,85,86,50,0.415257055589559,male
KA_to_14_fall,KA_to,USA,Topeka,2014/10/22,39.202831,-95.741527,fall,pooled,NorthAmerica,DrosRTEC,48,SRR3939085,SRX1968314,Illumina HiSeq 4000,P.Roy,wild,2014,295,USC00148171,9.48509608256533,0.22,0.02,0.01,0.02,0.02,0.07,0.12,Keep,123,124,30,9828,320,-84,404,223,-10,245,-10,905,136,26,46,349,87,329,87,-84,-55,-4,60,118,170,196,183,135,71,1,-57,29,63,123,191,244,291,320,312,267,207,120,50,26,26,60,78,116,136,97,96,108,76,51,35,0.00383555542610705,male
KA_to_14_spring,KA_to,USA,Topeka,2014/06/22,39.0913433,-95.6246509,spring,pooled,NorthAmerica,DrosRTEC,72,SRR3939086,SRX1968315,Illumina HiSeq 4000,P.Roy,wild,2014,173,USC00148171,9.48509608256533,0.2,0.07,0,0.01,0.03,0.04,0.07,Keep,124,122,30,9783,320,-81,401,224,-7,246,-7,900,136,25,45,349,87,331,87,-81,-51,-2,62,120,173,198,185,137,73,2,-54,30,65,123,192,244,292,320,312,267,207,120,52,25,27,60,80,114,136,99,96,103,75,50,35,0.00384207323912855,male
KN,KN,Kenya,Nyahururu,2009/1,0.04,36.36,NA,haploid_embryo,Africa,dgn,5,NA,NA,NA,J._Pool,NA,2009,NA,KEM00063686,131.117998715073,0.4,0.01,0,0.01,0.2,0,0,Keep,139,146,81,700,233,54,179,131,145,148,130,983,152,30,45,372,120,213,354,58,58,69,80,75,63,67,67,54,63,74,70,224,232,233,220,214,207,194,193,207,213,204,208,30,35,55,123,96,87,133,152,69,50,85,68,NA,female
MA_la_12_fall,MA_la,USA,Lancaster,2012/10/02,42.45,-71.67,fall,pooled,NorthAmerica,DrosRTEC,63,SRR3590556,SRX1801501,Illumina HiSeq 2000,P._Schmidt_lab,wild,2012,276,USW00004780,13.3367347964347,0.22,0.04,0,0.02,0.01,0.06,0.04,Keep,86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105,0.00500335041893457,male
MA_la_12_spring,MA_la,USA,Lancaster,2012/07/28,42.45,-71.67,spring,pooled,NorthAmerica,DrosRTEC,100,SRR3590557,SRX1801502,Illumina HiSeq 2000,P._Schmidt,wild,2012,210,USW00004780,13.3367347964347,0.21,0.03,0,0.04,0,0.08,0.03,Keep,86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105,0.00512740637181282,male
MA_la_14_fall,MA_la,USA,Lancaster,2014/10/20,42.45,-71.67,fall,pooled,NorthAmerica,DrosRTEC,90,SRR3939080,SRX1968309,Illumina HiSeq 4000,P._Schmidt_lab,wild,2014,293,USW00004780,13.3367347964347,0.2,0.04,0,0.03,0,0.06,0.01,Keep,86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105,0.00345793787771917,male
MA_la_14_spring,MA_la,USA,Lancaster,2014/07/20,42.45,-71.67,spring,pooled,NorthAmerica,DrosRTEC,32,SRR3939082,SRX1968311,Illumina HiSeq 4000,P._Schmidt_lab,wild,2014,201,USW00004780,13.3367347964347,0.13,0.05,0,0.04,0,0.12,0.02,Keep,86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105,0.00375846847042986,male
ME_bo_09_fall.r1,ME_bo,USA,Bowdoin,2009/10/15,44,-69.96,fall,pooled,NorthAmerica,DrosRTEC,86,SRR1525698,SRX661844,Illumina HiSeq 2000,P._Schmidt_lab,5gen_lab,2009,288,USC00172048,10.9401886047321,0.16,0.08,0,0.02,0.04,0.15,0,Keep,74,108,28,9371,262,-118,380,30,184,192,-51,1148,122,80,12,332,249,253,288,-118,-108,-51,7,63,117,149,140,94,36,-11,-80,-11,3,49,115,181,232,262,253,208,148,79,12,93,86,105,101,93,89,80,84,85,101,122,109,0.00529003441718819,male
ME_bo_09_fall.r2,ME_bo,USA,Bowdoin,2009/10/15,44,-69.96,fall,pooled,NorthAmerica,DrosRTEC,75,SRR1525699,SRX661845,Illumina HiSeq 2000,P._Schmidt_lab,wild,2009,288,USC00172048,10.9401886047321,0.19,0.15,0.03,0.03,0.08,0.17,0.05,Exclude,74,108,28,9371,262,-118,380,30,184,192,-51,1148,122,80,12,332,249,253,288,-118,-108,-51,7,63,117,149,140,94,36,-11,-80,-11,3,49,115,181,232,262,253,208,148,79,12,93,86,105,101,93,89,80,84,85,101,122,109,0.0105511952358376,male
MI_bh_14_fall,MI_bh,USA,Benton Harbor,2014/11/05,42.1111,-86.4483,fall,pooled,NorthAmerica,DrosRTEC,34,SRR3939058,SRX1968287,Illumina HiSeq 4000,T._Karasov_et_al,wild,2014,309,USC00200710,2.31802111054801,0.14,0.01,0.03,0.01,0,0.03,0.03,Keep,96,103,28,9385,281,-84,365,204,-17,212,-30,945,102,44,19,275,170,261,181,-84,-73,-22,31,85,140,166,155,118,60,7,-50,-5,12,72,144,208,262,281,271,236,170,92,22,60,44,66,91,81,88,85,88,102,79,84,77,0.00376648608591044,male
MI_bh_14_spring,MI_bh,USA,Benton Harbor,2014/07/26,42.1111,-86.4483,spring,pooled,NorthAmerica,DrosRTEC,106,SRR3939059,SRX1968288,Illumina HiSeq 4000,T._Karasov_et_al,wild,2014,207,USC00200710,2.31802111054801,0.16,0.04,0,0.01,0,0.03,0.01,Keep,96,103,28,9385,281,-84,365,204,-17,212,-30,945,102,44,19,275,170,261,181,-84,-73,-22,31,85,140,166,155,118,60,7,-50,-5,12,72,144,208,262,281,271,236,170,92,22,60,44,66,91,81,88,85,88,102,79,84,77,0.00369346919117618,male
N,N,Netherlands,Houten,1998,52.02,5.1,NA,inbred_line,Europe,dgn,19,NA,NA,NA,Z._Bochdanovits;G._de_Jong,NA,1998,NA,NLM00006260,10.331026487893,0.16,0.01,0,0.01,0,0.06,0,Keep,93,75,34,5338,214,-5,219,66,50,161,26,801,79,47,16,230,158,215,194,-5,-4,14,38,76,104,122,120,99,70,33,7,50,57,85,116,167,198,213,214,186,144,89,57,69,49,62,47,56,67,74,74,73,79,75,76,NA,female
NC_ra_03_n,NC_ra,USA,Raleigh,2003,35.77,-78.63,NA,pooled,NorthAmerica,DrosRTEC,92,SRR1525697,SRX661836,Illumina HiSeq 2000,Mackay,inbred,2003,NA,USC00317074,6.63775321791898,0.11,0.08,0.02,0.01,0.04,0.13,0.01,Keep,154,126,37,7540,317,-15,332,249,108,249,54,1142,118,76,13,331,246,331,278,-15,-3,38,82,132,177,199,195,157,89,43,2,102,121,169,225,264,300,317,310,280,225,175,120,95,97,103,76,106,100,118,113,88,79,81,86,0.0054705305623032,male
NG,NG,Nigeria,Maiduguri,2004/9,11.85,13.16,NA,haploid_embryo,Africa,dgn,6,NA,NA,NA,D._Gwary;B._Sastawa,NA,2004,NA,NIM00065082,8.39011366241384,0.66,0.33,0.49,0.02,0.17,0,0.16,Keep,258,151,57,2736,382,119,263,256,223,293,220,609,214,0,137,475,0,120,0,119,139,177,213,233,224,215,207,206,189,147,120,309,329,365,382,366,345,308,290,316,345,336,309,0,0,1,10,33,77,163,214,98,13,0,0,NA,female
NY_it_12_fall,NY_it,USA,Ithaca,2012/09/23,42.44,-76.5,fall,pooled,NorthAmerica,DrosRTEC,58,SRR3590558,SRX1801503,Illumina HiSeq 2000,Howick/Lazzaro,wild,2012,267,USC00304174,4.30252227045039,0.17,0.16,0,0.01,0,0.05,0,Keep,83,114,31,9016,273,-94,367,196,-28,196,-37,897,96,49,19,267,161,267,164,-94,-91,-44,12,65,116,142,134,95,37,-3,-62,-1,10,59,133,198,248,273,264,222,161,89,22,49,50,62,76,82,96,87,84,87,78,81,65,0.00556035570256483,male
NY_it_12_spring,NY_it,USA,Ithaca,2012/07/25,42.44,-76.5,spring,pooled,NorthAmerica,DrosRTEC,30,SRR3590559,SRX1801504,Illumina HiSeq 2000,Howick/Lazzaro,wild,2012,207,USC00304174,4.30252227045039,0.16,0.05,0,0.01,0.07,0.07,0,Keep,83,114,31,9016,273,-94,367,196,-28,196,-37,897,96,49,19,267,161,267,164,-94,-91,-44,12,65,116,142,134,95,37,-3,-62,-1,10,59,133,198,248,273,264,222,161,89,22,49,50,62,76,82,96,87,84,87,78,81,65,0.00526672971297051,male
ON_su_15_fall,ON_su,Canada,Sudbury,2015/09/30,46.53,-80.96,fall,pooled,NorthAmerica,DrosRTEC,110,SRR3939092,SRX1968321,Illumina HiSeq 4000,T._Merrit,wild,2015,273,CA006068145,16.8005693551747,0.14,0.04,0,0.02,0.01,0.05,0.04,Keep,41,105,24,11015,249,-182,431,124,-43,176,-108,831,98,50,18,254,165,231,174,-182,-166,-107,-21,46,103,132,122,77,25,-37,-132,-71,-51,1,88,170,223,249,231,178,113,31,-42,60,50,57,58,64,77,73,81,98,75,74,64,0.00341881593173989,male
ON_su_15_spring,ON_su,Canada,Sudbury,2015/08/03,46.53,-80.96,spring,pooled,NorthAmerica,DrosRTEC,108,SRR3939091,SRX1968320,Illumina HiSeq 4000,T._Merrit,wild,2015,215,CA006068145,16.8005693551747,0.14,0.01,0,0.04,0,0.05,0.02,Keep,41,105,24,11015,249,-182,431,124,-43,176,-108,831,98,50,18,254,165,231,174,-182,-166,-107,-21,46,103,132,122,77,25,-37,-132,-71,-51,1,88,170,223,249,231,178,113,31,-42,60,50,57,58,64,77,73,81,98,75,74,64,0.00353375480870718,male
PA_li_09_fall,PA_li,USA,Linvilla,2009/11/15,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,74,SRR1525769,SRX661838,Illumina HiSeq 2000,P._Schmidt_lab,F1,2009,319,USW00013739,15.3599925895554,0.11,0.06,0,0.01,0.03,0.03,0.07,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.0049372489392198,male
PA_li_09_spring,PA_li,USA,Linvilla,2009/07/15,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,55,SRR1525768,SRX661837,Illumina HiSeq 2000,P._Schmidt_lab,F1,2009,196,USW00013739,15.3599925895554,0.11,0.04,0,0.01,0.03,0.04,0.02,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00514012892398941,male
PA_li_10_fall,PA_li,USA,Linvilla,2010/11/15,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,33,SRR1525771,SRX661840,Illumina HiSeq 2000,P._Schmidt_lab,F1,2010,319,USW00013739,15.3599925895554,0.18,0.01,0.02,0.01,0,0.04,0.04,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00497202180288081,male
PA_li_10_spring,PA_li,USA,Linvilla,2010/07/15,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,116,SRR1525770,SRX661839,Illumina HiSeq 2000,P._Schmidt_lab,F1,2010,196,USW00013739,15.3599925895554,0.23,0.05,0.01,0.01,0,0.05,0.1,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.005880255824975,male
PA_li_11_fall,PA_li,USA,Linvilla,2011/10/15,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,47,SRR1525773,SRX661842,Illumina HiSeq 2000,P._Schmidt_lab,F1,2011,288,USW00013739,15.3599925895554,0.2,0.08,0.03,0.03,0.02,0.06,0.08,Exclude,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00472708255475436,male
PA_li_11_frost,PA_li,USA,Linvilla,2011/11/15,39.88,-75.41,frost,pooled,NorthAmerica,DrosRTEC,50,SRR1525774,SRX661843,Illumina HiSeq 2000,P._Schmidt_lab,F1,2011,319,USW00013739,15.3599925895554,0.18,0.03,0.04,0.01,0.01,0.06,0.08,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.0323016901685474,male
PA_li_11_spring,PA_li,USA,Linvilla,2011/07/15,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,75,SRR1525772,SRX661841,Illumina HiSeq 2000,P._Schmidt_lab,F1,2011,196,USW00013739,15.3599925895554,0.14,0.03,0.01,0.01,0.04,0.03,0.03,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00541653455938379,male
PA_li_12_fall,PA_li,USA,Linvilla,2012/10/10,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,100,SRR3590560,SRX1801505,Illumina HiSeq 2000,P._Schmidt_lab,wild,2012,284,USW00013739,15.3599925895554,0.19,0.03,0.02,0.01,0,0.02,0.03,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.0502730136637945,male
PA_li_12_spring,PA_li,USA,Linvilla,2012/07/16,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,115,SRR3590561,SRX1801506,Illumina HiSeq 2000,P._Schmidt_lab,wild,2012,198,USW00013739,15.3599925895554,0.17,0.08,0,0.01,0.02,0.04,0.08,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.0218958476760343,male
PA_li_12_sum,PA_li,USA,Linvilla,2012/09/13,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,50,SRR3590563,SRX1801508,Illumina HiSeq 2000,P._Schmidt_lab,wild,2012,257,USW00013739,15.3599925895554,0.18,0.04,0.03,0.01,0.02,0.03,0.05,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00509365048292655,male
PA_li_13_spring,PA_li,USA,Linvilla,2013/06/15,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,54,SRR3939095,SRX1968324,Illumina HiSeq 4000,P._Schmidt_lab,wild,2013,166,USW00013739,15.3599925895554,0.14,0.07,0.01,0.02,0.06,0.03,0.03,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.0041031671890415,male
PA_li_14_fall,PA_li,USA,Linvilla,2014/10/17,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,50,SRR3939096,SRX1968325,Illumina HiSeq 4000,P._Schmidt_lab,wild,2014,290,USW00013739,15.3599925895554,0.19,0.08,0,0.02,0,0.04,0.09,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00371630693769475,male
PA_li_14_spring,PA_li,USA,Linvilla,2014/06/27,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,92,SRR3939097,SRX1968326,Illumina HiSeq 4000,P._Schmidt_lab,wild,2014,178,USW00013739,15.3599925895554,0.2,0.04,0,0.01,0,0.04,0.06,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00403561877416118,male
PA_li_15_fall,PA_li,USA,Linvilla,2015/10/15,39.88,-75.41,fall,pooled,NorthAmerica,DrosRTEC,52,SRR3939098,SRX1968327,Illumina HiSeq 4000,P._Schmidt_lab,wild,2015,288,USW00013739,15.3599925895554,0.16,0.04,0,0.01,0.01,0.03,0.03,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.0548608856332592,male
PA_li_15_spring,PA_li,USA,Linvilla,2015/07/15,39.88,-75.41,spring,pooled,NorthAmerica,DrosRTEC,74,SRR3939099,SRX1968328,Illumina HiSeq 4000,P._Schmidt_lab,wild,2015,196,USW00013739,15.3599925895554,0.22,0.07,0.01,0.01,0.02,0.05,0.02,Keep,121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91,0.00405284516127793,male
PA_st_14_fall,PA_st,USA,State College,2014/10/16,40.793395,-77.860001,fall,pooled,NorthAmerica,DrosRTEC,67,SRR3939083,SRX1968312,Illumina HiSeq 4000,S._Schaeffer,wild,2014,289,USC00368449,0.607668176833297,0.23,0.11,0.01,0.01,0,0.05,0.06,Keep,95,112,30,8884,283,-79,362,187,-23,207,-23,982,105,63,15,296,197,286,197,-79,-70,-25,30,82,130,154,145,107,46,4,-48,8,24,81,152,215,261,283,272,230,167,97,30,63,65,83,78,95,105,96,85,85,74,84,69,0.00421706478539055,male
PA_st_14_spring,PA_st,USA,State College,2014/06/18,40.793395,-77.860001,spring,pooled,NorthAmerica,DrosRTEC,45,SRR3939084,SRX1968313,Illumina HiSeq 4000,S._Schaeffer,wild,2014,169,USC00368449,0.607668176833297,0.21,0.04,0.01,0.01,0,0.06,0.04,Keep,95,112,30,8884,283,-79,362,187,-23,207,-23,982,105,63,15,296,197,286,197,-79,-70,-25,30,82,130,154,145,107,46,4,-48,8,24,81,152,215,261,283,272,230,167,97,30,63,65,83,78,95,105,96,85,85,74,84,69,0.00396665329966375,male
PA_st_15_spring,PA_st,USA,State College,2015/07/18,40.793395,-77.860001,spring,pooled,NorthAmerica,DrosRTEC,47,SRR3939089,SRX1968318,Illumina HiSeq 4000,S._Schaeffer,wild,2015,199,USC00368449,0.607668176833297,0.14,0.03,0,0.01,0.02,0.1,0.07,Keep,95,112,30,8884,283,-79,362,187,-23,207,-23,982,105,63,15,296,197,286,197,-79,-70,-25,30,82,130,154,145,107,46,4,-48,8,24,81,152,215,261,283,272,230,167,97,30,63,65,83,78,95,105,96,85,85,74,84,69,0.00363993349807243,male
PO_Brz_15_12,PO_Brz,Poland,Brzezina,2015/09/28,54.27342,19.620169,fall,pooled,Europe,DrosEU,40,SRR8439154,SRX5246554,HiSeq X Ten,Iryna_Kozeretska,wild,2015,271,PLM00012160,17.0109788023801,0.23,0.07,0,0.03,0,0.01,0,Keep,73,69,24,7642,221,-62,283,168,18,168,-29,685,81,35,28,230,108,230,135,-62,-55,-18,33,74,108,133,128,94,53,7,-35,-16,-6,44,115,169,202,221,216,172,114,49,5,41,37,36,35,53,77,72,81,75,62,59,57,0.00397701828216181,male
PO_Brz_16_17,PO_Brz,Poland,Brzezina,2016/08/08,54.27342,19.620169,spring,pooled,Europe,DrosEU,40,SRR8494458,SRX5299009,HiSeq X Ten,Iryna_Kozeretska,wild,2016,221,PLM00012160,17.0109788023801,0.32,0.04,0,0.03,0,0.01,0.02,Keep,73,69,24,7642,221,-62,283,168,18,168,-29,685,81,35,28,230,108,230,135,-62,-55,-18,33,74,108,133,128,94,53,7,-35,-16,-6,44,115,169,202,221,216,172,114,49,5,41,37,36,35,53,77,72,81,75,62,59,57,0.00377050648488235,male
PO_Gda_16_16,PO_Gda,Poland,Gdansk,2016/08/01,54.35,18.64,spring,pooled,Europe,DrosEU,40,SRR8494455,SRX5299012,HiSeq X Ten,Iryna_Kozeretska,wild,2016,214,PLM00012160,55.5479386152488,0.26,0.02,0,0.02,0,0.15,0.07,Keep,66,65,26,6696,203,-46,249,153,12,153,-19,544,68,23,33,199,78,199,100,-46,-46,-21,14,58,100,119,113,84,49,12,-23,-6,-1,37,93,148,189,203,197,156,106,51,14,35,24,23,31,43,65,66,68,59,46,43,41,0.00399035049723476,male
